x,y
-0.3478359136625627,0.2397408207343415
-0.3478359136625627,-0.2462203023758098
0.32342637586167844,-0.2462203023758098
0.4454740648660839,-0.2462203023758098
0.4454740648660839,0.2397408207343415
0.018307153350660015,0.2397408207343415
-1.1411458921912094,0.2397408207343415
-1.2021697366934136,-0.1490280777537799
-1.2021697366934136,-0.602591792656587
0.6285455983726969,-0.602591792656587
0.6285455983726969,0.2397408207343415
0.6285455983726969,0.2397408207343415
-1.2021697366934136,0.7904967602591794
1.6049271104079532,-1.153347732181425
1.6049271104079532,0.2721382289416848
10.636456096734092,5.3261339092872575
-1.2021697366934136,0.01295896328293842
-0.8360266696801909,0.01295896328293842
-0.7750028251779866,-0.11663066954643661
-0.3478359136625627,-0.11663066954643661
-0.10374053565374863,-0.11663066954643661
