x,y
0.6651993363981019,3.4632242769432624
0.07747301167964174,1.6527333692104023
0.5862302366790457,1.8212542516786052
4.10349291817758,0.41814626461748094
0.9092403330407587,0.16386042514208424
0.4824463123293021,3.046587902729928
1.7261978327960183,6.549630816676472
1.71950475197291,0.2836616958580051
0.17611335151516552,2.574067372197544
1.0258635358304529,4.1168210246151
2.0190213339175234,0.8448706893952599
0.1602560789683427,1.374897178687531
0.020909380682274104,3.365587767479443
0.46250471349722017,1.8779774281589574
1.8019123462346067,9.567608356971535
0.9698003738201163,12.45076637866607
1.9297190089445606,0.2444558763481996
2.792359024342982,2.937059153139932
1.463356833642111,0.036160044725376414
1.7265767239021956,6.2684840005580655
2.008760094818834,3.5527740058695487
6.236109059287678,1.6444570504041887
0.03438918796585384,0.4346552459603022
2.3900770687044126,0.029460054918535653
4.818857100661366,1.6547673094295026
7.632649298236432,3.9287831230466685
6.36124501913661,0.7831268213113894
0.20723480426217353,0.40626401106433196
0.3285273713364783,0.34623906682096117
8.561832183035909,1.850582707773612
0.4051956766999665,3.2776781930278838
1.8715234482159482,4.10583506765467
1.4542204374033194,9.483539933766709
2.604541111691786,0.3685754995017393
2.918735991620937,0.20422457289860896
0.2732946469443522,0.2939642378044893
0.7209488497271181,0.9597467242003097
2.61288189895636,7.027033013684567
0.5331680589834714,3.500389766870121
6.467278918968371,1.5561146276555373
0.040259725902816984,2.8930918901281246
0.8018287484153102,4.103129102754693
3.8099807817915017,1.2635187810938442
0.9660137694633599,2.7979037783779823
1.7561039925604487,0.08643987248843789
2.221251774564265,2.4695406381366847
0.7770209858629539,1.733973863254206
1.9208328780508206,2.2627314970697485
0.13757912685526819,0.342661259428684
0.8706928196796685,2.1942192147052673
0.525415813547917,0.5949597418502143
0.14625790350903953,1.0661964389422811
0.06467937866203746,1.0256873277503677
0.07039526092485483,1.6623388564685069
3.449127256582958,4.532347593180306
2.237057323390952,0.20238228756372298
0.014323295137832736,0.4660752283779054
1.0304631710560734,4.184673889206355
0.055505022145198084,1.2422754003458316
3.8988395218210354,0.17087624264366352
0.9130177709801749,0.9789411939608408
1.9794255001780177,1.4123360021572604
0.4134573143519428,3.0169284477815923
2.8281022110975345,5.190946602041114
1.3417248501526646,1.144117804041171
0.6265727876920424,1.5276356912707276
0.2040844330895214,2.986019554812474
2.520756688707861,1.370733251984192
0.704211270071832,0.14851312865864685
0.23669040174172992,1.0503679394626442
1.0545501200280132,1.9661633827193878
3.598991804123291,1.1070714514482272
0.243986678950561,1.1377711231934549
2.8350295255951603,0.5842456303600125
0.14341489613828698,3.0828920936668442
2.2039518168652887,2.0076803497410034
7.391042424654832,0.461567439174681
0.07020836011490218,1.3105251758848009
4.436055601140453,4.24829931890325
1.8052534481109785,5.037203133306127
2.9873169960259087,1.4548405318210584
0.4224917241337644,1.4321683950694442
2.198729882578217,0.09043555784938082
3.1765768847700886,1.469973124016551
1.5990675617626984,2.744358358753449
0.10816931830640743,7.304250724812891
3.208051063175438,5.817553627625751
2.684862576623299,0.840295848115772
0.4506231986142964,3.5016332458667265
0.3827924763186417,4.3788244789933
1.0427437506613169,5.548642787190192
0.4141610951667328,2.7805829417202803
1.5502726947331182,5.456232525460688
1.5595593308617821,0.6840168219685291
0.656248863127991,2.3213655543562686
1.654093991312914,1.0161118500706854
